course_slug,course_title,module_title,lesson_id,lesson_title,lesson_position,question_position,prompt,option_a,option_b,option_c,option_d,correct_option,explanation,pass_score
abu-qv,Allgemeinbildung QV,Allgemeinbildung QV,abu-9,Medien und Meinungsbildung,9,8,Was ist ein Kommentar?,Ein meinungsbetonter Text,Eine neutrale Statistik,Ein Gesetzestext,Ein Kaufvertrag,A,Kommentare enthalten die Sichtweise der Autorin oder des Autors.,70
abu-qv,Allgemeinbildung QV,Allgemeinbildung QV,abu-9,Medien und Meinungsbildung,9,9,Was hilft beim Prüfen eines Bildes?,Kontext und Herkunft prüfen,Nur Farben bewerten,Immer spontan teilen,Nie auf Datum achten,A,"Bilder sollten auf Quelle, Zeitpunkt und Zusammenhang geprüft werden.",70
abu-qv,Allgemeinbildung QV,Allgemeinbildung QV,abu-9,Medien und Meinungsbildung,9,10,Warum ist Medienkompetenz wichtig?,Damit Informationen reflektiert genutzt werden,Damit jede Meldung geglaubt wird,Damit Quellen überflüssig werden,Damit man weniger lesen muss,A,Medienkompetenz stärkt den verantwortungsvollen Umgang mit Informationen.,70
abu-qv,Allgemeinbildung QV,Allgemeinbildung QV,abu-10,"Konsum, Schulden und Verantwortung",10,1,Was kann zu Schulden führen?,Ausgaben ohne Überblick,Ein realistisches Budget,Preisvergleiche,Rechtzeitiges Bezahlen,A,Fehlende Übersicht kann in Schulden führen.,70
abu-qv,Allgemeinbildung QV,Allgemeinbildung QV,abu-10,"Konsum, Schulden und Verantwortung",10,2,Was ist eine Mahnung?,Eine Zahlungserinnerung,Ein Ferienformular,Ein Arbeitszeugnis,Ein Rabattcoupon,A,Mahnungen erinnern an offene Rechnungen und können Kosten auslösen.,70
abu-qv,Allgemeinbildung QV,Allgemeinbildung QV,abu-10,"Konsum, Schulden und Verantwortung",10,3,Warum ist Konsumkompetenz wichtig?,Damit Kaufentscheide bewusster getroffen werden,Damit man alles sofort kauft,Damit Werbung entscheidet,Damit Verträge egal sind,A,Konsumkompetenz hilft bei verantwortungsvollen Entscheiden.,70
abu-qv,Allgemeinbildung QV,Allgemeinbildung QV,abu-10,"Konsum, Schulden und Verantwortung",10,4,Was ist bei einem Onlinekauf sinnvoll?,AGB und Rückgaberegeln prüfen,Nur das Bild anschauen,Sofort kaufen ohne Infos,Nur auf Werbung vertrauen,A,Vor dem Kauf sollten Bedingungen und Rechte geprüft werden.,70
abu-qv,Allgemeinbildung QV,Allgemeinbildung QV,abu-10,"Konsum, Schulden und Verantwortung",10,5,Was bedeutet Verantwortung im Konsum?,Folgen des eigenen Kaufverhaltens mitdenken,Nur möglichst billig kaufen,Immer andere entscheiden lassen,Produkte nie vergleichen,A,"Verantwortung heisst, Auswirkungen des Konsums zu beachten.",70
abu-qv,Allgemeinbildung QV,Allgemeinbildung QV,abu-10,"Konsum, Schulden und Verantwortung",10,6,Was kann gegen Überschuldung helfen?,Früh reagieren und Hilfe suchen,Post ungeöffnet lassen,Neue Kredite ohne Plan abschliessen,Alle Ausgaben verdrängen,A,"Frühes Handeln hilft, Probleme zu begrenzen.",70
abu-qv,Allgemeinbildung QV,Allgemeinbildung QV,abu-10,"Konsum, Schulden und Verantwortung",10,7,Was ist Werbung?,Gezielte Beeinflussung von Kaufentscheiden,Ein Gesetz,Ein Vertrag zwischen Lernenden,Eine Steuerart,A,Werbung will Aufmerksamkeit erzeugen und Verhalten beeinflussen.,70
abu-qv,Allgemeinbildung QV,Allgemeinbildung QV,abu-10,"Konsum, Schulden und Verantwortung",10,8,Warum sollte man Kaufimpulse hinterfragen?,Damit Entscheidungen nicht nur spontan getroffen werden,Damit Einkaufen unmöglich wird,Weil Werbung immer falsch ist,Weil Bedürfnisse nie zählen,A,"Reflexion hilft, zwischen Wunsch und Bedarf zu unterscheiden.",70
abu-qv,Allgemeinbildung QV,Allgemeinbildung QV,abu-10,"Konsum, Schulden und Verantwortung",10,9,Was ist ein Bedarf?,"Etwas, das wirklich notwendig ist",Jeder spontane Wunsch,Nur ein Markentrend,Nur ein Rabatt,A,Bedarf bezieht sich auf tatsächliche Notwendigkeit.,70
abu-qv,Allgemeinbildung QV,Allgemeinbildung QV,abu-10,"Konsum, Schulden und Verantwortung",10,10,Was zeigt verantwortlicher Umgang mit Geld?,Rechnungen fristgerecht zahlen,Mahnungen sammeln,Konto ignorieren,Nie planen,A,Verantwortlicher Umgang zeigt sich in Planung und Verlässlichkeit.,70
