course_key,course_name,module_key,module_title,lesson_position,lesson_title,question_type,difficulty,position,question,option_a,option_b,option_c,option_d,correct_option,explanation,source,source_url
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,1,Orientierung im ABU,single_choice,easy,1,Welche Aussage passt am besten zu «Lernbereiche»?,Sprache und Gesellschaft verbinden; Alltagssituationen bearbeiten,"Nur Grammatik üben; Gesellschaft ausblenden, anhand klarer Kriterien","Nur Tests lösen; Transfer vermeiden, mit Blick auf die Folgen","Einzelwissen sammeln; Zusammenhänge trennen, bei Bedarf im Team",A,"ABU verbindet Sprache, Kommunikation und Gesellschaft in lebensnahen Situationen.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,3,"Quellen, Medien & KI",single_choice,easy,16,Welche Aussage passt am besten zu «Datenschutz»?,"Passwörter teilen; Risiko verdrängen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Fotos ungefragt posten; Einwilligung meiden, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Daten sammeln; Zweck verschweigen, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Private Daten schützen; Freigaben prüfen, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen",D,Datenschutz schützt Persönlichkeit und verlangt sorgfältigen Umgang mit Daten.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,3,"Quellen, Medien & KI",single_choice,medium,17,Was ist bei «Fake News» fachlich am wichtigsten?,Behauptungen vergleichen; Belege suchen,Schlagzeile glauben; Inhalt nicht lesen,Gerüchte verbreiten; Korrektur meiden,Emotionen folgen; Quelle ausblenden,A,"Falschinformationen erkennt man durch Vergleich, Belege und Kontextprüfung.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,3,"Quellen, Medien & KI",single_choice,medium,18,Welche Vorgehensweise ist im Thema «Urheberrecht» richtig?,Texte übernehmen; Autor verschweigen,Quellen angeben; Nutzungsrechte prüfen,Material verkaufen; Lizenz missachten,Bilder kopieren; Rechte ignorieren,B,Fremde Inhalte dürfen nur gemäss Recht und mit korrekter Quellenangabe genutzt werden.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,3,"Quellen, Medien & KI",single_choice,hard,19,Welche Handlung zeigt ein gutes Verständnis von «Quellenprüfung»?,Meinung als Fakt nehmen; Belege auslassen,Titel vertrauen; Inhalt nicht vergleichen,Autorenschaft prüfen; Datum beachten,Ersten Treffer nutzen; Herkunft ignorieren,C,"Quellen werden nach Herkunft, Aktualität, Absicht und Belegen beurteilt.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,3,"Quellen, Medien & KI",single_choice,medium,20,Welche Entscheidung ist bei «Medienkompetenz» sinnvoll?,Bilder glauben; Kontext ignorieren,Kommentare zählen; Qualität ableiten,Inhalt teilen; Prüfung weglassen,Botschaft einordnen; Absicht erkennen,D,"Medienkompetenz bedeutet, Inhalte kritisch zu prüfen und einzuordnen.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,3,"Quellen, Medien & KI",single_choice,easy,21,Welche Aussage passt am besten zu «KI-Nutzung»?,"Ergebnis prüfen; Quelle ergänzen, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","KI als Autor setzen; Eigenleistung ersetzen, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Antwort übernehmen; Kontrolle auslassen, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Prompt geheim halten; Fehler ignorieren, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team",A,"KI-Ergebnisse müssen geprüft, ergänzt und transparent genutzt werden.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,3,"Quellen, Medien & KI",single_choice,medium,22,Was ist bei «Datenschutz» fachlich am wichtigsten?,"Daten sammeln; Zweck verschweigen, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Private Daten schützen; Freigaben prüfen, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Passwörter teilen; Risiko verdrängen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Fotos ungefragt posten; Einwilligung meiden, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall",B,Datenschutz schützt Persönlichkeit und verlangt sorgfältigen Umgang mit Daten.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,3,"Quellen, Medien & KI",single_choice,medium,23,Welche Vorgehensweise ist im Thema «Fake News» richtig?,Gerüchte verbreiten; Korrektur meiden,Emotionen folgen; Quelle ausblenden,Behauptungen vergleichen; Belege suchen,Schlagzeile glauben; Inhalt nicht lesen,C,"Falschinformationen erkennt man durch Vergleich, Belege und Kontextprüfung.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,3,"Quellen, Medien & KI",single_choice,hard,24,Welche Handlung zeigt ein gutes Verständnis von «Urheberrecht»?,Material verkaufen; Lizenz missachten,Bilder kopieren; Rechte ignorieren,Texte übernehmen; Autor verschweigen,Quellen angeben; Nutzungsrechte prüfen,D,Fremde Inhalte dürfen nur gemäss Recht und mit korrekter Quellenangabe genutzt werden.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,3,"Quellen, Medien & KI",single_choice,medium,25,Welche Entscheidung ist bei «Quellenprüfung» sinnvoll?,Autorenschaft prüfen; Datum beachten,Ersten Treffer nutzen; Herkunft ignorieren,Meinung als Fakt nehmen; Belege auslassen,Titel vertrauen; Inhalt nicht vergleichen,A,"Quellen werden nach Herkunft, Aktualität, Absicht und Belegen beurteilt.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,3,"Quellen, Medien & KI",single_choice,easy,26,Welche Aussage passt am besten zu «Medienkompetenz»?,Inhalt teilen; Prüfung weglassen,Botschaft einordnen; Absicht erkennen,Bilder glauben; Kontext ignorieren,Kommentare zählen; Qualität ableiten,B,"Medienkompetenz bedeutet, Inhalte kritisch zu prüfen und einzuordnen.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,3,"Quellen, Medien & KI",single_choice,medium,27,Was ist bei «KI-Nutzung» fachlich am wichtigsten?,"Antwort übernehmen; Kontrolle auslassen, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Prompt geheim halten; Fehler ignorieren, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Ergebnis prüfen; Quelle ergänzen, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","KI als Autor setzen; Eigenleistung ersetzen, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien",C,"KI-Ergebnisse müssen geprüft, ergänzt und transparent genutzt werden.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,3,"Quellen, Medien & KI",single_choice,medium,28,Welche Vorgehensweise ist im Thema «Datenschutz» richtig?,"Passwörter teilen; Risiko verdrängen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Fotos ungefragt posten; Einwilligung meiden, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Daten sammeln; Zweck verschweigen, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Private Daten schützen; Freigaben prüfen, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen",D,Datenschutz schützt Persönlichkeit und verlangt sorgfältigen Umgang mit Daten.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,3,"Quellen, Medien & KI",single_choice,hard,29,Welche Handlung zeigt ein gutes Verständnis von «Fake News»?,Behauptungen vergleichen; Belege suchen,Schlagzeile glauben; Inhalt nicht lesen,Gerüchte verbreiten; Korrektur meiden,Emotionen folgen; Quelle ausblenden,A,"Falschinformationen erkennt man durch Vergleich, Belege und Kontextprüfung.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,3,"Quellen, Medien & KI",single_choice,medium,30,Welche Entscheidung ist bei «Urheberrecht» sinnvoll?,Texte übernehmen; Autor verschweigen,Quellen angeben; Nutzungsrechte prüfen,Material verkaufen; Lizenz missachten,Bilder kopieren; Rechte ignorieren,B,Fremde Inhalte dürfen nur gemäss Recht und mit korrekter Quellenangabe genutzt werden.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,4,Politik & Demokratie in der Schweiz,single_choice,easy,1,Welche Aussage passt am besten zu «Direkte Demokratie»?,Mitbestimmung nutzen; Vorlagen prüfen,Nicht abstimmen; Folgen ignorieren,Parolen kopieren; Inhalt auslassen,Gerüchte glauben; Argumente meiden,A,Direkte Demokratie lebt von informierter Beteiligung.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,4,Politik & Demokratie in der Schweiz,single_choice,medium,2,Was ist bei «Gewaltenteilung» fachlich am wichtigsten?,Alles zentralisieren; Kontrolle schwächen,Macht aufteilen; Kontrolle sichern,Gerichte steuern; Rechte ausblenden,Regeln umgehen; Transparenz vermeiden,B,Gewaltenteilung begrenzt Macht und schützt demokratische Verfahren.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,4,Politik & Demokratie in der Schweiz,single_choice,medium,3,Welche Vorgehensweise ist im Thema «Föderalismus» richtig?,"Alles dem Bund geben; Kantone ausblenden, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Gemeinden ignorieren; Nähe verlieren, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Zuständigkeiten klären; Ebenen unterscheiden, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Kompetenzen mischen; Verantwortung verwischen, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien",C,"Föderalismus verteilt Aufgaben auf Bund, Kantone und Gemeinden.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,4,Politik & Demokratie in der Schweiz,single_choice,hard,4,Welche Handlung zeigt ein gutes Verständnis von «Rechte und Pflichten»?,Nur Vorteile fordern; Regeln missachten,Andere ausschliessen; Gleichheit schwächen,Pflichten abgeben; Gemeinwohl meiden,Rechte kennen; Pflichten wahrnehmen,D,Demokratie verbindet Freiheitsrechte mit Verantwortung.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,4,Politik & Demokratie in der Schweiz,single_choice,medium,5,Welche Entscheidung ist bei «Meinungsbildung» sinnvoll?,Argumente vergleichen; Interessen erkennen,Eine Quelle nutzen; Gegenposition sperren,Lautstärke werten; Inhalt verlieren,Nur Bauchgefühl folgen; Fakten meiden,A,"Politische Meinung soll auf Fakten, Argumenten und Interessenbewusstsein beruhen.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,4,Politik & Demokratie in der Schweiz,single_choice,easy,6,Welche Aussage passt am besten zu «Institutionen»?,"Namen lernen; Funktion vergessen, anhand klarer Kriterien","Aufgaben zuordnen; Rollen verstehen, mit Blick auf die Folgen","Entscheide raten; Verfahren auslassen, bei Bedarf im Team","Behörden verwechseln; Kompetenzen ignorieren, im konkreten Fall",B,Institutionen erfüllen unterschiedliche Aufgaben im politischen System.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,4,Politik & Demokratie in der Schweiz,single_choice,medium,7,Was ist bei «Direkte Demokratie» fachlich am wichtigsten?,Parolen kopieren; Inhalt auslassen,Gerüchte glauben; Argumente meiden,Mitbestimmung nutzen; Vorlagen prüfen,Nicht abstimmen; Folgen ignorieren,C,Direkte Demokratie lebt von informierter Beteiligung.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,4,Politik & Demokratie in der Schweiz,single_choice,medium,8,Welche Vorgehensweise ist im Thema «Gewaltenteilung» richtig?,Gerichte steuern; Rechte ausblenden,Regeln umgehen; Transparenz vermeiden,Alles zentralisieren; Kontrolle schwächen,Macht aufteilen; Kontrolle sichern,D,Gewaltenteilung begrenzt Macht und schützt demokratische Verfahren.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,4,Politik & Demokratie in der Schweiz,single_choice,hard,9,Welche Handlung zeigt ein gutes Verständnis von «Föderalismus»?,"Zuständigkeiten klären; Ebenen unterscheiden, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Kompetenzen mischen; Verantwortung verwischen, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Alles dem Bund geben; Kantone ausblenden, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Gemeinden ignorieren; Nähe verlieren, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team",A,"Föderalismus verteilt Aufgaben auf Bund, Kantone und Gemeinden.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,4,Politik & Demokratie in der Schweiz,single_choice,medium,10,Welche Entscheidung ist bei «Rechte und Pflichten» sinnvoll?,Pflichten abgeben; Gemeinwohl meiden,Rechte kennen; Pflichten wahrnehmen,Nur Vorteile fordern; Regeln missachten,Andere ausschliessen; Gleichheit schwächen,B,Demokratie verbindet Freiheitsrechte mit Verantwortung.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,4,Politik & Demokratie in der Schweiz,single_choice,easy,11,Welche Aussage passt am besten zu «Meinungsbildung»?,Lautstärke werten; Inhalt verlieren,Nur Bauchgefühl folgen; Fakten meiden,Argumente vergleichen; Interessen erkennen,Eine Quelle nutzen; Gegenposition sperren,C,"Politische Meinung soll auf Fakten, Argumenten und Interessenbewusstsein beruhen.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,4,Politik & Demokratie in der Schweiz,single_choice,medium,12,Was ist bei «Institutionen» fachlich am wichtigsten?,"Entscheide raten; Verfahren auslassen, bei Bedarf im Team","Behörden verwechseln; Kompetenzen ignorieren, im konkreten Fall","Namen lernen; Funktion vergessen, anhand klarer Kriterien","Aufgaben zuordnen; Rollen verstehen, mit Blick auf die Folgen",D,Institutionen erfüllen unterschiedliche Aufgaben im politischen System.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,4,Politik & Demokratie in der Schweiz,single_choice,medium,13,Welche Vorgehensweise ist im Thema «Direkte Demokratie» richtig?,Mitbestimmung nutzen; Vorlagen prüfen,Nicht abstimmen; Folgen ignorieren,Parolen kopieren; Inhalt auslassen,Gerüchte glauben; Argumente meiden,A,Direkte Demokratie lebt von informierter Beteiligung.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,4,Politik & Demokratie in der Schweiz,single_choice,hard,14,Welche Handlung zeigt ein gutes Verständnis von «Gewaltenteilung»?,Alles zentralisieren; Kontrolle schwächen,Macht aufteilen; Kontrolle sichern,Gerichte steuern; Rechte ausblenden,Regeln umgehen; Transparenz vermeiden,B,Gewaltenteilung begrenzt Macht und schützt demokratische Verfahren.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,4,Politik & Demokratie in der Schweiz,single_choice,medium,15,Welche Entscheidung ist bei «Föderalismus» sinnvoll?,"Alles dem Bund geben; Kantone ausblenden, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Gemeinden ignorieren; Nähe verlieren, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Zuständigkeiten klären; Ebenen unterscheiden, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Kompetenzen mischen; Verantwortung verwischen, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien",C,"Föderalismus verteilt Aufgaben auf Bund, Kantone und Gemeinden.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,4,Politik & Demokratie in der Schweiz,single_choice,easy,16,Welche Aussage passt am besten zu «Rechte und Pflichten»?,Nur Vorteile fordern; Regeln missachten,Andere ausschliessen; Gleichheit schwächen,Pflichten abgeben; Gemeinwohl meiden,Rechte kennen; Pflichten wahrnehmen,D,Demokratie verbindet Freiheitsrechte mit Verantwortung.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,4,Politik & Demokratie in der Schweiz,single_choice,medium,17,Was ist bei «Meinungsbildung» fachlich am wichtigsten?,Argumente vergleichen; Interessen erkennen,Eine Quelle nutzen; Gegenposition sperren,Lautstärke werten; Inhalt verlieren,Nur Bauchgefühl folgen; Fakten meiden,A,"Politische Meinung soll auf Fakten, Argumenten und Interessenbewusstsein beruhen.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,4,Politik & Demokratie in der Schweiz,single_choice,medium,18,Welche Vorgehensweise ist im Thema «Institutionen» richtig?,"Namen lernen; Funktion vergessen, anhand klarer Kriterien","Aufgaben zuordnen; Rollen verstehen, mit Blick auf die Folgen","Entscheide raten; Verfahren auslassen, bei Bedarf im Team","Behörden verwechseln; Kompetenzen ignorieren, im konkreten Fall",B,Institutionen erfüllen unterschiedliche Aufgaben im politischen System.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,4,Politik & Demokratie in der Schweiz,single_choice,hard,19,Welche Handlung zeigt ein gutes Verständnis von «Direkte Demokratie»?,Parolen kopieren; Inhalt auslassen,Gerüchte glauben; Argumente meiden,Mitbestimmung nutzen; Vorlagen prüfen,Nicht abstimmen; Folgen ignorieren,C,Direkte Demokratie lebt von informierter Beteiligung.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,4,Politik & Demokratie in der Schweiz,single_choice,medium,20,Welche Entscheidung ist bei «Gewaltenteilung» sinnvoll?,Gerichte steuern; Rechte ausblenden,Regeln umgehen; Transparenz vermeiden,Alles zentralisieren; Kontrolle schwächen,Macht aufteilen; Kontrolle sichern,D,Gewaltenteilung begrenzt Macht und schützt demokratische Verfahren.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,4,Politik & Demokratie in der Schweiz,single_choice,easy,21,Welche Aussage passt am besten zu «Föderalismus»?,"Zuständigkeiten klären; Ebenen unterscheiden, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Kompetenzen mischen; Verantwortung verwischen, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Alles dem Bund geben; Kantone ausblenden, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Gemeinden ignorieren; Nähe verlieren, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team",A,"Föderalismus verteilt Aufgaben auf Bund, Kantone und Gemeinden.",SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
abu,Allgemeinbildung (ABU),abu_rlp_2025,Allgemeinbildung (ABU) – RLP 2025,4,Politik & Demokratie in der Schweiz,single_choice,medium,22,Was ist bei «Rechte und Pflichten» fachlich am wichtigsten?,Pflichten abgeben; Gemeinwohl meiden,Rechte kennen; Pflichten wahrnehmen,Nur Vorteile fordern; Regeln missachten,Andere ausschliessen; Gleichheit schwächen,B,Demokratie verbindet Freiheitsrechte mit Verantwortung.,SBFI Rahmenlehrplan Allgemeinbildung 2025,https://www.sbfi.admin.ch/dam/de/sd-web/6J7xFxDA7Kj4/nRLP_ABU_DE-def.pdf
