course_key,course_name,module_key,module_title,lesson_position,lesson_title,question_type,difficulty,position,question,option_a,option_b,option_c,option_d,correct_option,explanation,source,source_url
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,10,Arbeitssicherheit und Notfall,single_choice,easy,1,Welche Aussage passt am besten zu «PSA»?,PSA vollständig tragen; Zustand prüfen,Helm später holen; Risiko akzeptieren,Warnkleidung weglassen; Sichtbarkeit senken,Schuhe frei wählen; Schutzwirkung mindern,A,"PSA schützt nur, wenn sie vollständig, passend und intakt getragen wird.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,50,Maschineneinsatz,single_choice,medium,22,Was ist bei «Treibstoff» fachlich am wichtigsten?,Falsch betanken; Motor schädigen,Richtig lagern; Verschütten vermeiden,Kanister offen lassen; Dämpfe erhöhen,Boden belasten; Gewässer gefährden,B,"Treibstoffe sind sicher, umweltgerecht und passend zur Maschine zu verwenden.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,50,Maschineneinsatz,single_choice,medium,23,Welche Vorgehensweise ist im Thema «Kleinmaschinen» richtig?,Abstand ignorieren; Personen gefährden,Zu gross einsetzen; Umfeld beschädigen,Gerät passend wählen; Untergrund beachten,Zu schwach wählen; Zeit verlieren,C,"Kleinmaschinen müssen zur Arbeit, Umgebung und Sicherheit passen.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,50,Maschineneinsatz,single_choice,hard,24,Welche Handlung zeigt ein gutes Verständnis von «Wartung»?,Schmiermittel raten; Funktion mindern,Wartung verschieben; Ausfall riskieren,Geräusch ignorieren; Schaden erhöhen,Intervalle beachten; Verschleiss erkennen,D,Regelmässige Wartung reduziert Ausfälle und erhöht Sicherheit.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,50,Maschineneinsatz,single_choice,medium,25,Welche Entscheidung ist bei «Kontrolle vor Start» sinnvoll?,Zustand prüfen; Mängel melden,Direkt starten; Defekt riskieren,Warnung ignorieren; Unfall fördern,Ölstand raten; Schaden erhöhen,A,"Vor dem Einsatz werden Maschine, Schutzvorrichtungen und Betriebsstoffe geprüft.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,50,Maschineneinsatz,single_choice,easy,26,Welche Aussage passt am besten zu «Bedienung»?,Improvisieren; Überlast erzeugen,Anleitung beachten; Einsatzgrenze kennen,Sicherung umgehen; Kontrolle verlieren,Tempo erzwingen; Risiko steigern,B,"Sichere Bedienung folgt Anleitung, Ausbildung und Einsatzgrenzen.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,50,Maschineneinsatz,single_choice,medium,27,Was ist bei «Parkdienst» fachlich am wichtigsten?,Schmutz belassen; Mängel verdecken,Motor laufen lassen; Gefahr erzeugen,Reinigen und prüfen; Sicher abstellen,Werkzeug liegen lassen; Ordnung verlieren,C,Parkdienst erhält Betriebsbereitschaft und verhindert Schäden.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,50,Maschineneinsatz,single_choice,medium,28,Welche Vorgehensweise ist im Thema «Treibstoff» richtig?,Kanister offen lassen; Dämpfe erhöhen,Boden belasten; Gewässer gefährden,Falsch betanken; Motor schädigen,Richtig lagern; Verschütten vermeiden,D,"Treibstoffe sind sicher, umweltgerecht und passend zur Maschine zu verwenden.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,50,Maschineneinsatz,single_choice,hard,29,Welche Handlung zeigt ein gutes Verständnis von «Kleinmaschinen»?,Gerät passend wählen; Untergrund beachten,Zu schwach wählen; Zeit verlieren,Abstand ignorieren; Personen gefährden,Zu gross einsetzen; Umfeld beschädigen,A,"Kleinmaschinen müssen zur Arbeit, Umgebung und Sicherheit passen.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk1,Strassenbauarbeiten vorbereiten und ausführen,50,Maschineneinsatz,single_choice,medium,30,Welche Entscheidung ist bei «Wartung» sinnvoll?,Geräusch ignorieren; Schaden erhöhen,Intervalle beachten; Verschleiss erkennen,Schmiermittel raten; Funktion mindern,Wartung verschieben; Ausfall riskieren,B,Regelmässige Wartung reduziert Ausfälle und erhöht Sicherheit.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,Baustelle einrichten und Bauwerke erstellen,60,Baustelleneinrichtung und Signalisation,single_choice,easy,1,Welche Aussage passt am besten zu «Verkehrsführung»?,"Wege sichern; Verkehr leiten, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Schilder spät stellen; Gefahr erhöhen, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Absperrung öffnen; Dritte gefährden, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Sicht verdecken; Warnung schwächen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team",A,"Baustellensignalisation schützt Verkehr, Personal und Dritte.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,Baustelle einrichten und Bauwerke erstellen,60,Baustelleneinrichtung und Signalisation,single_choice,medium,2,Was ist bei «Installationsplatz» fachlich am wichtigsten?,"Material verstreuen; Wege blockieren, anhand klarer Kriterien","Flächen ordnen; Zugänge freihalten, mit Blick auf die Folgen","Maschinen mischen; Abläufe stören, bei Bedarf im Team","Gefahrstellen dulden; Unfallrisiko erhöhen, im konkreten Fall",B,Ein guter Installationsplatz unterstützt sichere und effiziente Abläufe.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,Baustelle einrichten und Bauwerke erstellen,60,Baustelleneinrichtung und Signalisation,single_choice,medium,3,Welche Vorgehensweise ist im Thema «Absperrung» richtig?,Band weglassen; Grenze verwischen,Lücke offenlassen; Dritte einladen,Gefahr markieren; Zugang kontrollieren,Schilder verdecken; Wirkung senken,C,"Absperrungen müssen klar, stabil und der Gefahr angepasst sein.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,Baustelle einrichten und Bauwerke erstellen,60,Baustelleneinrichtung und Signalisation,single_choice,hard,4,Welche Handlung zeigt ein gutes Verständnis von «Ordnung»?,"Werkzeug liegen lassen; Unfälle fördern, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Abfall mischen; Suchzeit erhöhen, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Zufahrt zustellen; Rettung behindern, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Material gruppieren; Stolperstellen vermeiden, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall",D,Ordnung auf der Baustelle erhöht Sicherheit und Arbeitsfluss.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,Baustelle einrichten und Bauwerke erstellen,60,Baustelleneinrichtung und Signalisation,single_choice,medium,5,Welche Entscheidung ist bei «Kontrolle» sinnvoll?,"Einrichtung prüfen; Mängel beheben, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Kontrolle auslassen; Verantwortung schwächen, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Meldung sparen; Fehler belassen, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Annahme treffen; Risiko übersehen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team",A,Baustelleneinrichtung muss laufend auf Sicherheit und Funktion geprüft werden.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,Baustelle einrichten und Bauwerke erstellen,60,Baustelleneinrichtung und Signalisation,single_choice,easy,6,Welche Aussage passt am besten zu «Anwohner»?,Durchgänge sperren; Alltag stören,Information beachten; Zugänge sichern,Hinweise entfernen; Orientierung nehmen,Lärm ignorieren; Konflikt fördern,B,"Dritte sind durch klare Wege, Informationen und Schutzmassnahmen zu berücksichtigen.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,Baustelle einrichten und Bauwerke erstellen,60,Baustelleneinrichtung und Signalisation,single_choice,medium,7,Was ist bei «Verkehrsführung» fachlich am wichtigsten?,"Absperrung öffnen; Dritte gefährden, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Sicht verdecken; Warnung schwächen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Wege sichern; Verkehr leiten, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Schilder spät stellen; Gefahr erhöhen, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien",C,"Baustellensignalisation schützt Verkehr, Personal und Dritte.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,Baustelle einrichten und Bauwerke erstellen,60,Baustelleneinrichtung und Signalisation,single_choice,medium,8,Welche Vorgehensweise ist im Thema «Installationsplatz» richtig?,"Maschinen mischen; Abläufe stören, bei Bedarf im Team","Gefahrstellen dulden; Unfallrisiko erhöhen, im konkreten Fall","Material verstreuen; Wege blockieren, anhand klarer Kriterien","Flächen ordnen; Zugänge freihalten, mit Blick auf die Folgen",D,Ein guter Installationsplatz unterstützt sichere und effiziente Abläufe.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,Baustelle einrichten und Bauwerke erstellen,60,Baustelleneinrichtung und Signalisation,single_choice,hard,9,Welche Handlung zeigt ein gutes Verständnis von «Absperrung»?,Gefahr markieren; Zugang kontrollieren,Schilder verdecken; Wirkung senken,Band weglassen; Grenze verwischen,Lücke offenlassen; Dritte einladen,A,"Absperrungen müssen klar, stabil und der Gefahr angepasst sein.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,Baustelle einrichten und Bauwerke erstellen,60,Baustelleneinrichtung und Signalisation,single_choice,medium,10,Welche Entscheidung ist bei «Ordnung» sinnvoll?,"Zufahrt zustellen; Rettung behindern, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Material gruppieren; Stolperstellen vermeiden, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Werkzeug liegen lassen; Unfälle fördern, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Abfall mischen; Suchzeit erhöhen, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen",B,Ordnung auf der Baustelle erhöht Sicherheit und Arbeitsfluss.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,Baustelle einrichten und Bauwerke erstellen,60,Baustelleneinrichtung und Signalisation,single_choice,easy,11,Welche Aussage passt am besten zu «Kontrolle»?,"Meldung sparen; Fehler belassen, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Annahme treffen; Risiko übersehen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Einrichtung prüfen; Mängel beheben, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Kontrolle auslassen; Verantwortung schwächen, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien",C,Baustelleneinrichtung muss laufend auf Sicherheit und Funktion geprüft werden.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,Baustelle einrichten und Bauwerke erstellen,60,Baustelleneinrichtung und Signalisation,single_choice,medium,12,Was ist bei «Anwohner» fachlich am wichtigsten?,Hinweise entfernen; Orientierung nehmen,Lärm ignorieren; Konflikt fördern,Durchgänge sperren; Alltag stören,Information beachten; Zugänge sichern,D,"Dritte sind durch klare Wege, Informationen und Schutzmassnahmen zu berücksichtigen.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,Baustelle einrichten und Bauwerke erstellen,60,Baustelleneinrichtung und Signalisation,single_choice,medium,13,Welche Vorgehensweise ist im Thema «Verkehrsführung» richtig?,"Wege sichern; Verkehr leiten, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Schilder spät stellen; Gefahr erhöhen, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Absperrung öffnen; Dritte gefährden, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Sicht verdecken; Warnung schwächen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team",A,"Baustellensignalisation schützt Verkehr, Personal und Dritte.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,Baustelle einrichten und Bauwerke erstellen,60,Baustelleneinrichtung und Signalisation,single_choice,hard,14,Welche Handlung zeigt ein gutes Verständnis von «Installationsplatz»?,"Material verstreuen; Wege blockieren, anhand klarer Kriterien","Flächen ordnen; Zugänge freihalten, mit Blick auf die Folgen","Maschinen mischen; Abläufe stören, bei Bedarf im Team","Gefahrstellen dulden; Unfallrisiko erhöhen, im konkreten Fall",B,Ein guter Installationsplatz unterstützt sichere und effiziente Abläufe.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,Baustelle einrichten und Bauwerke erstellen,60,Baustelleneinrichtung und Signalisation,single_choice,medium,15,Welche Entscheidung ist bei «Absperrung» sinnvoll?,Band weglassen; Grenze verwischen,Lücke offenlassen; Dritte einladen,Gefahr markieren; Zugang kontrollieren,Schilder verdecken; Wirkung senken,C,"Absperrungen müssen klar, stabil und der Gefahr angepasst sein.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,Baustelle einrichten und Bauwerke erstellen,60,Baustelleneinrichtung und Signalisation,single_choice,easy,16,Welche Aussage passt am besten zu «Ordnung»?,"Werkzeug liegen lassen; Unfälle fördern, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Abfall mischen; Suchzeit erhöhen, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Zufahrt zustellen; Rettung behindern, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Material gruppieren; Stolperstellen vermeiden, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall",D,Ordnung auf der Baustelle erhöht Sicherheit und Arbeitsfluss.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,Baustelle einrichten und Bauwerke erstellen,60,Baustelleneinrichtung und Signalisation,single_choice,medium,17,Was ist bei «Kontrolle» fachlich am wichtigsten?,"Einrichtung prüfen; Mängel beheben, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Kontrolle auslassen; Verantwortung schwächen, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Meldung sparen; Fehler belassen, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Annahme treffen; Risiko übersehen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team",A,Baustelleneinrichtung muss laufend auf Sicherheit und Funktion geprüft werden.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,Baustelle einrichten und Bauwerke erstellen,60,Baustelleneinrichtung und Signalisation,single_choice,medium,18,Welche Vorgehensweise ist im Thema «Anwohner» richtig?,Durchgänge sperren; Alltag stören,Information beachten; Zugänge sichern,Hinweise entfernen; Orientierung nehmen,Lärm ignorieren; Konflikt fördern,B,"Dritte sind durch klare Wege, Informationen und Schutzmassnahmen zu berücksichtigen.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,Baustelle einrichten und Bauwerke erstellen,60,Baustelleneinrichtung und Signalisation,single_choice,hard,19,Welche Handlung zeigt ein gutes Verständnis von «Verkehrsführung»?,"Absperrung öffnen; Dritte gefährden, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Sicht verdecken; Warnung schwächen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Wege sichern; Verkehr leiten, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Schilder spät stellen; Gefahr erhöhen, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien",C,"Baustellensignalisation schützt Verkehr, Personal und Dritte.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,Baustelle einrichten und Bauwerke erstellen,60,Baustelleneinrichtung und Signalisation,single_choice,medium,20,Welche Entscheidung ist bei «Installationsplatz» sinnvoll?,"Maschinen mischen; Abläufe stören, bei Bedarf im Team","Gefahrstellen dulden; Unfallrisiko erhöhen, im konkreten Fall","Material verstreuen; Wege blockieren, anhand klarer Kriterien","Flächen ordnen; Zugänge freihalten, mit Blick auf die Folgen",D,Ein guter Installationsplatz unterstützt sichere und effiziente Abläufe.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,Baustelle einrichten und Bauwerke erstellen,60,Baustelleneinrichtung und Signalisation,single_choice,easy,21,Welche Aussage passt am besten zu «Absperrung»?,Gefahr markieren; Zugang kontrollieren,Schilder verdecken; Wirkung senken,Band weglassen; Grenze verwischen,Lücke offenlassen; Dritte einladen,A,"Absperrungen müssen klar, stabil und der Gefahr angepasst sein.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,Baustelle einrichten und Bauwerke erstellen,60,Baustelleneinrichtung und Signalisation,single_choice,medium,22,Was ist bei «Ordnung» fachlich am wichtigsten?,"Zufahrt zustellen; Rettung behindern, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Material gruppieren; Stolperstellen vermeiden, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Werkzeug liegen lassen; Unfälle fördern, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Abfall mischen; Suchzeit erhöhen, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen",B,Ordnung auf der Baustelle erhöht Sicherheit und Arbeitsfluss.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,Baustelle einrichten und Bauwerke erstellen,60,Baustelleneinrichtung und Signalisation,single_choice,medium,23,Welche Vorgehensweise ist im Thema «Kontrolle» richtig?,"Meldung sparen; Fehler belassen, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Annahme treffen; Risiko übersehen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team","Einrichtung prüfen; Mängel beheben, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Kontrolle auslassen; Verantwortung schwächen, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien",C,Baustelleneinrichtung muss laufend auf Sicherheit und Funktion geprüft werden.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,Baustelle einrichten und Bauwerke erstellen,60,Baustelleneinrichtung und Signalisation,single_choice,hard,24,Welche Handlung zeigt ein gutes Verständnis von «Anwohner»?,Hinweise entfernen; Orientierung nehmen,Lärm ignorieren; Konflikt fördern,Durchgänge sperren; Alltag stören,Information beachten; Zugänge sichern,D,"Dritte sind durch klare Wege, Informationen und Schutzmassnahmen zu berücksichtigen.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,Baustelle einrichten und Bauwerke erstellen,60,Baustelleneinrichtung und Signalisation,single_choice,medium,25,Welche Entscheidung ist bei «Verkehrsführung» sinnvoll?,"Wege sichern; Verkehr leiten, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall","Schilder spät stellen; Gefahr erhöhen, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien","Absperrung öffnen; Dritte gefährden, mit Blick auf die Folgen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen","Sicht verdecken; Warnung schwächen, bei Bedarf im Team, im konkreten Fall, anhand klarer Kriterien, mit Blick auf die Folgen, bei Bedarf im Team",A,"Baustellensignalisation schützt Verkehr, Personal und Dritte.","Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
strassenbau,Strassenbauer/in EFZ,stb_hk2,Baustelle einrichten und Bauwerke erstellen,60,Baustelleneinrichtung und Signalisation,single_choice,easy,26,Welche Aussage passt am besten zu «Installationsplatz»?,"Material verstreuen; Wege blockieren, anhand klarer Kriterien","Flächen ordnen; Zugänge freihalten, mit Blick auf die Folgen","Maschinen mischen; Abläufe stören, bei Bedarf im Team","Gefahrstellen dulden; Unfallrisiko erhöhen, im konkreten Fall",B,Ein guter Installationsplatz unterstützt sichere und effiziente Abläufe.,"Bildungsplan Verkehrswegbau EFZ, Infra Suisse/SBFI",https://infra-suisse.ch/wp-content/uploads/2016/09/bildungsplan-2014_verkehrswegbau_efz_infra.pdf
